Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,TimeStamp,Year,Month,Day,Hour,Minute,Second
4.45,4.27,4.55,3.8,3.51,3.89,0.07,-0.1,0.71,-2.32,-2.44,-2.27,2.47,1.06,358.84,-31.58,-32.93,-31.03,6.16,4.98,7.17,301.61,301.18,302.29,19606,18560,20553,2021-03-19 20:25:00,2021,3,19,20,25,0
4.22,4.11,4.43,3.5,3.48,3.73,-0.35,-0.57,-0.06,-2.31,-2.4,-2.11,354.3,350.7,359.11,-32.1,-33.64,-30.92,6.66,5.92,8.03,303.91,301.29,305.18,19258,17411,19902,2021-03-19 20:30:00,2021,3,19,20,30,0
4.39,4.31,4.51,3.72,3.51,3.99,0.01,-0.36,0.1,-2.39,-2.48,-2.05,358.28,0.17,354.81,-32.95,-35.09,-27.75,5.77,5.1,8.04,302.17,301.31,303.4,22892,18611,23339,2021-03-19 20:35:00,2021,3,19,20,35,0
4.35,4.27,4.45,3.71,3.57,3.87,0.03,-0.87,0.18,-2.19,-2.46,-1.96,357.66,0.41,357.57,-30.76,-34.19,-27.18,7.37,6.49,8.08,303.23,301.71,304.12,19471,19056,22474,2021-03-19 20:40:00,2021,3,19,20,40,0
4.27,3.8,4.41,3.22,3.07,3.24,-0.91,-1.38,-0.12,-2.68,-2.92,-2.02,346.33,336.77,357.87,-37.41,-42.51,-32.07,7.87,6.92,8.05,303.38,303.04,304.44,20295,19778,22756,2021-03-19 20:45:00,2021,3,19,20,45,0
4.14,3.72,4.56,3.51,3.08,3.84,-0.88,-0.9,-0.65,-2.02,-2.3,-1.97,346.86,344.55,350.0,-30.24,-31.92,-29.1,7.41,5.53,8.26,302.91,301.04,304.33,19852,18121,21912,2021-03-19 20:50:00,2021,3,19,20,50,0
5.51,5.32,5.56,4.55,4.33,4.6,-1.23,-1.46,-1.07,-2.88,-2.96,-2.54,344.95,342.24,346.62,-31.22,-33.01,-27.94,9.52,7.53,11.03,312.4,311.68,314.59,26013,24196,28949,2021-03-19 20:55:00,2021,3,19,20,55,0
4.91,4.72,5.47,4.19,3.82,4.65,-1.85,-2.89,-1.33,-1.76,-2.71,0.18,333.58,322.93,343.32,-21.01,-30.24,2.1,9.7,8.87,10.48,314.38,313.52,315.23,28525,27264,29827,2021-03-19 21:00:00,2021,3,19,21,0,0
4.64,4.59,4.67,3.8,3.7,3.87,-2.67,-2.72,-2.58,-0.34,-0.48,-0.23,325.05,324.02,326.3,-4.13,-5.99,-2.79,8.9,8.12,10.08,313.68,312.75,314.97,28835,27676,30962,2021-03-19 21:05:00,2021,3,19,21,5,0
4.78,4.67,5.07,3.77,3.73,4.05,-2.94,-3.05,-2.76,-0.27,-0.36,-0.2,323.04,322.02,323.82,-3.29,-4.12,-2.44,8.86,6.16,8.92,313.52,311.96,316.46,29241,28036,32197,2021-03-19 21:10:00,2021,3,19,21,10,0
4.72,4.53,4.85,3.69,3.65,3.86,-2.88,-2.97,-2.65,-0.43,-0.47,-0.34,322.57,321.21,323.95,-5.15,-5.73,-4.05,9.59,8.92,10.91,313.86,312.59,315.02,28576,27537,30307,2021-03-19 21:15:00,2021,3,19,21,15,0
4.46,4.34,4.52,3.58,3.53,3.82,-2.53,-2.75,-2.24,-0.28,-0.6,0.02,325.63,322.56,329.63,-3.55,-7.75,0.27,11.67,11.21,11.93,317.24,315.38,317.71,26896,26107,29768,2021-03-19 21:20:00,2021,3,19,21,20,0
4.54,4.22,4.76,3.33,2.63,3.51,-3.0,-3.11,-2.88,0.98,0.43,1.4,316.84,311.24,320.34,12.11,5.47,19.38,11.43,9.98,13.89,317.09,315.38,318.94,29401,26725,31671,2021-03-19 21:25:00,2021,3,19,21,25,0
4.71,4.53,4.88,3.58,3.57,3.75,-2.71,-2.99,-2.54,1.19,0.51,2.14,323.18,320.03,324.59,15.07,6.42,25.98,12.86,11.74,13.58,318.7,316.83,320.55,29900,27712,33317,2021-03-19 21:30:00,2021,3,19,21,30,0
5.2,5.01,5.26,3.11,2.9,4.52,-3.62,-4.0,-2.34,1.26,0.87,1.82,315.75,305.89,332.65,14.0,9.57,21.27,12.68,11.21,14.72,324.76,320.63,326.46,34132,31943,36515,2021-03-19 21:35:00,2021,3,19,21,35,0
5.0,4.95,5.2,4.33,4.15,4.44,-2.32,-2.56,-2.2,0.93,0.91,1.36,331.3,329.61,333.08,10.7,10.07,15.82,11.14,9.07,14.65,316.25,315.33,318.91,34759,32951,36891,2021-03-19 21:40:00,2021,3,19,21,40,0
4.93,4.87,5.02,4.4,4.0,4.58,-2.02,-2.07,-1.92,0.88,0.68,1.9,335.25,333.22,337.26,10.3,7.74,22.93,10.87,9.84,11.62,317.8,316.98,321.88,36884,33278,38905,2021-03-19 21:45:00,2021,3,19,21,45,0
4.78,4.72,4.81,4.29,4.18,4.43,-1.95,-2.08,-1.87,0.4,-0.01,1.0,335.6,333.5,337.14,4.8,-0.13,12.02,11.87,10.57,12.36,318.34,317.64,320.38,36125,35528,37526,2021-03-19 21:50:00,2021,3,19,21,50,0
5.64,4.71,6.84,4.33,3.75,4.67,-3.56,-4.47,-1.83,2.24,0.04,2.33,323.53,316.22,337.06,19.12,0.44,23.65,10.56,9.37,15.99,318.71,316.97,325.87,34294,29731,36588,2021-03-19 21:55:00,2021,3,19,21,55,0
6.92,6.85,7.11,4.73,4.46,5.01,-4.67,-4.69,-4.57,2.19,2.08,2.32,315.44,313.72,317.63,17.97,17.41,19.55,11.31,9.83,12.41,322.18,321.89,325.27,36653,35416,38398,2021-03-19 22:00:00,2021,3,19,22,0,0
7.19,6.78,7.4,4.83,4.48,4.96,-4.75,-4.92,-4.55,2.22,1.93,3.17,315.47,314.39,316.69,19.13,15.91,25.5,12.16,11.68,13.49,323.18,321.55,323.71,37746,35338,40359,2021-03-19 22:05:00,2021,3,19,22,5,0
7.25,7.03,7.36,4.32,3.84,4.57,-5.21,-5.37,-5.16,2.44,2.03,3.19,309.35,306.22,311.52,19.52,16.74,26.17,12.35,11.9,13.48,326.33,323.72,328.19,37192,34432,38777,2021-03-19 22:10:00,2021,3,19,22,10,0
7.02,7.0,7.08,4.29,4.15,4.96,-5.27,-5.36,-4.31,2.03,1.78,2.73,313.24,307.72,319.01,16.7,14.67,22.69,13.37,12.94,15.45,327.72,325.27,329.1,37802,36679,39289,2021-03-19 22:15:00,2021,3,19,22,15,0
6.86,6.63,7.19,5.18,4.78,5.64,-3.78,-4.33,-3.72,2.24,1.52,2.51,322.92,317.86,326.13,19.15,12.71,21.49,12.73,12.28,13.6,323.78,323.46,325.11,38523,35648,46075,2021-03-19 22:20:00,2021,3,19,22,20,0
7.13,6.65,7.2,6.01,5.23,6.18,-3.82,-4.09,-3.55,0.46,0.38,0.65,326.92,321.96,330.16,3.69,3.02,5.21,13.75,13.57,14.24,326.09,324.34,328.6,44568,34638,51552,2021-03-19 22:25:00,2021,3,19,22,25,0
6.4,6.21,6.43,4.9,4.4,5.05,-4.16,-4.37,-3.74,-0.23,-0.46,0.3,319.74,315.21,323.47,-2.06,-4.1,2.71,11.92,11.45,20.95,323.07,316.94,329.63,25926,23992,35805,2021-03-19 22:30:00,2021,3,19,22,30,0
5.87,5.63,5.89,3.8,3.62,4.11,-4.22,-4.63,-2.81,-0.66,-2.65,0.1,314.32,308.04,325.5,-6.46,-28.08,0.98,18.54,15.84,35.02,325.71,323.04,328.52,33532,22821,43362,2021-03-19 22:35:00,2021,3,19,22,35,0
5.87,5.63,5.89,3.8,3.62,4.11,-4.22,-4.63,-2.81,-0.66,-2.65,0.1,314.32,308.04,325.5,-6.46,-28.08,0.98,18.54,15.84,35.02,325.71,323.04,328.52,33532,22821,43362,2021-03-19 22:40:00,2021,3,19,22,40,0
6.08,5.8,6.23,4.56,4.24,4.74,-2.64,-3.29,-1.56,-3.1,-3.58,0.8,330.48,325.14,341.1,-32.75,-35.57,7.96,18.13,14.23,34.19,328.11,315.9,331.94,36562,31623,38805,2021-03-19 22:45:00,2021,3,19,22,45,0
5.84,5.62,6.29,4.58,4.15,4.73,-0.8,-1.91,-0.09,-3.69,-3.8,-3.43,348.5,337.31,358.74,-36.74,-42.21,-34.66,37.74,35.17,39.02,314.8,314.2,315.8,31744,30468,32994,2021-03-19 22:50:00,2021,3,19,22,50,0
5.82,5.49,6.12,4.47,4.0,4.74,-1.94,-2.32,-0.11,-3.18,-3.75,-2.62,339.91,333.31,358.39,-33.13,-43.18,-26.38,38.61,37.64,40.06,314.9,314.7,316.2,32307,31223,32529,2021-03-19 22:55:00,2021,3,19,22,55,0
6.55,5.93,6.62,4.97,4.6,5.21,-3.69,-4.18,-2.26,-1.71,-2.94,-1.14,325.49,319.02,333.8,-14.96,-29.82,-10.11,37.29,36.67,38.94,317.6,314.9,318.4,30872,30575,32700,2021-03-19 23:00:00,2021,3,19,23,0,0
7.11,6.55,7.54,5.17,4.87,5.31,-4.22,-5.65,-2.89,-1.99,-3.09,1.09,320.66,310.73,329.9,-16.37,-28.22,8.32,38.42,37.88,38.79,318.0,317.8,319.8,28863,26468,30927,2021-03-19 23:05:00,2021,3,19,23,5,0
7.44,7.33,7.49,5.37,4.92,5.58,-5.01,-5.58,-4.69,-1.17,-1.43,0.72,316.49,311.41,319.95,-8.99,-11.13,5.54,39.98,39.06,41.32,321.0,320.1,321.5,26922,26492,27417,2021-03-19 23:10:00,2021,3,19,23,10,0
7.42,7.32,7.52,5.21,5.1,5.34,-5.27,-5.3,-5.09,-0.73,-0.9,-0.16,314.91,313.9,315.53,-5.6,-7.06,-1.21,42.34,41.73,42.96,322.1,321.8,322.3,27595,27486,27722,2021-03-19 23:15:00,2021,3,19,23,15,0
7.5,7.35,7.55,4.84,4.75,5.09,-5.54,-5.86,-5.28,-0.66,-1.57,-0.23,311.54,309.06,313.97,-5.07,-12.09,-1.74,43.35,42.76,43.44,324.6,323.2,325.0,27044,26806,27820,2021-03-19 23:20:00,2021,3,19,23,20,0
8.91,7.7,9.4,4.58,4.42,4.73,-7.54,-8.08,-6.18,0.54,0.07,1.48,302.38,299.42,306.54,3.48,0.54,9.34,40.06,38.75,43.09,325.8,324.7,327.0,30804,29620,32302,2021-03-19 23:25:00,2021,3,19,23,25,0
8.9,8.66,10.24,0.93,0.22,3.31,-7.12,-7.47,-6.66,5.82,3.17,7.35,280.3,271.75,293.86,40.87,21.21,45.89,41.06,38.27,41.59,334.0,330.7,334.5,33832,29634,34673,2021-03-19 23:30:00,2021,3,19,23,30,0
10.22,9.7,10.65,-0.13,-1.09,0.1,-7.01,-7.4,-6.34,7.5,6.61,7.75,266.8,261.17,270.76,45.38,42.96,50.5,38.46,38.22,41.82,335.6,334.4,336.3,34271,32172,35189,2021-03-19 23:35:00,2021,3,19,23,35,0
9.98,9.75,10.37,1.11,0.41,1.46,-7.41,-7.61,-6.98,6.68,6.32,7.03,277.51,273.34,280.9,41.84,40.36,44.82,39.76,38.27,40.54,335.8,334.9,336.3,36782,35820,37163,2021-03-19 23:40:00,2021,3,19,23,40,0
9.62,9.18,10.01,0.62,0.4,0.86,-6.69,-7.05,-6.39,6.77,6.52,7.14,275.21,273.31,277.65,45.32,43.71,46.12,43.68,40.46,45.65,338.4,336.9,339.7,31661,28644,34981,2021-03-19 23:45:00,2021,3,19,23,45,0
9.23,8.78,9.49,0.92,0.41,3.21,-6.31,-7.94,-6.04,6.36,4.02,6.74,280.15,273.89,291.99,46.41,25.17,46.91,45.0,43.56,46.51,339.3,334.2,340.5,28763,27026,33307,2021-03-19 23:50:00,2021,3,19,23,50,0
11.03,10.84,11.56,5.97,4.31,7.64,-8.95,-9.39,-8.63,1.02,-0.65,3.24,304.26,294.65,311.33,5.36,-3.23,17.42,40.95,38.43,42.36,334.5,331.9,335.0,33982,28055,34925,2021-03-19 23:55:00,2021,3,19,23,55,0
9.83,9.59,9.85,1.34,0.68,1.57,-7.22,-7.38,-7.04,6.48,6.18,6.56,279.76,275.53,282.27,41.46,39.53,42.5,45.23,44.66,45.52,341.0,340.7,341.7,32150,30433,35482,2021-03-20 00:00:00,2021,3,20,0,0,0
10.0,9.7,10.14,1.72,1.27,1.96,-7.75,-8.09,-6.94,6.17,5.6,6.6,282.52,280.41,283.96,37.71,34.45,43.08,44.69,44.02,45.52,340.5,339.7,341.0,32041,30395,34359,2021-03-20 00:05:00,2021,3,20,0,5,0
9.71,9.17,9.93,1.99,0.88,2.47,-8.14,-8.42,-6.77,4.79,4.43,5.99,282.9,277.41,287.1,29.65,27.12,41.26,47.42,45.33,48.36,340.0,338.7,342.3,34544,32691,35490,2021-03-20 00:10:00,2021,3,20,0,10,0
9.69,9.41,9.87,2.26,2.02,2.38,-8.36,-8.72,-7.26,4.52,3.47,5.91,285.57,283.03,287.61,27.42,21.86,37.81,48.46,47.71,49.56,338.2,338.0,338.4,33617,31827,33861,2021-03-20 00:15:00,2021,3,20,0,15,0
9.84,9.68,9.89,2.23,1.41,2.78,-7.78,-7.92,-7.24,5.48,5.19,6.24,285.87,281.01,289.59,33.66,32.32,40.24,47.83,46.26,49.15,338.4,337.7,340.7,32303,28601,32492,2021-03-20 00:20:00,2021,3,20,0,20,0
9.82,9.54,9.93,2.02,1.3,2.19,-7.65,-7.81,-7.15,6.03,4.58,6.37,284.0,279.63,285.79,37.47,29.45,40.62,49.17,48.33,50.63,338.2,337.8,341.0,32874,29158,33471,2021-03-20 00:25:00,2021,3,20,0,25,0
10.72,9.86,13.17,1.24,-0.35,1.96,-7.22,-9.76,-4.58,7.93,7.15,9.54,277.05,265.66,281.38,45.07,40.82,64.28,47.48,39.22,49.96,345.5,340.2,346.9,35241,29597,35991,2021-03-20 00:30:00,2021,3,20,0,30,0
10.89,10.77,12.75,1.8,0.92,2.22,-8.64,-9.3,-8.59,6.39,5.41,8.89,280.64,276.09,284.14,36.18,29.99,44.27,46.45,40.85,47.79,349.1,347.9,350.8,33882,31929,35627,2021-03-20 00:35:00,2021,3,20,0,35,0
11.0,10.84,13.02,1.84,1.21,2.07,-8.93,-9.03,-8.22,6.05,5.75,9.86,280.79,278.25,283.01,33.38,31.85,49.89,47.19,40.33,48.1,347.9,345.9,348.8,33600,30589,33676,2021-03-20 00:40:00,2021,3,20,0,40,0
11.7,11.11,11.97,2.11,1.48,2.4,-8.99,-9.38,-7.8,7.37,6.55,8.65,283.02,280.76,284.39,39.41,34.07,47.47,46.0,45.3,46.94,347.8,347.4,349.7,34415,30859,35081,2021-03-20 00:45:00,2021,3,20,0,45,0
11.63,11.56,11.84,2.72,2.52,3.03,-9.27,-9.51,-9.18,6.48,6.02,6.82,286.45,285.32,287.95,33.91,31.35,35.24,45.2,44.99,45.88,347.0,346.9,347.5,35275,34725,35482,2021-03-20 00:50:00,2021,3,20,0,50,0
16.35,15.5,16.42,-1.73,-3.31,0.03,-8.88,-9.61,-8.4,13.53,11.81,13.62,258.84,248.47,270.18,56.38,50.85,56.58,25.83,25.54,27.06,349.8,345.9,352.1,28165,27480,38850,2021-03-20 00:55:00,2021,3,20,0,55,0
15.99,15.88,16.03,-0.24,-0.53,0.12,-10.15,-10.19,-9.75,12.36,12.32,12.66,268.81,267.01,270.72,50.51,50.43,52.38,28.8,28.43,30.34,348.9,348.1,349.6,27658,27426,27974,2021-03-20 01:00:00,2021,3,20,1,0,0
14.81,14.44,15.85,2.94,-0.38,5.28,-11.02,-12.17,-9.96,9.1,6.42,12.32,283.24,267.83,294.69,38.21,25.83,51.03,34.16,29.32,35.69,348.9,345.0,354.3,33804,26848,36944,2021-03-20 01:05:00,2021,3,20,1,5,0
14.12,13.76,14.58,0.63,-0.06,1.93,-9.72,-9.84,-8.24,9.95,9.61,11.9,274.89,269.66,281.49,45.79,44.32,55.27,35.68,32.99,37.27,346.6,346.4,348.9,30534,26069,32968,2021-03-20 01:10:00,2021,3,20,1,10,0
13.93,13.24,14.23,1.09,0.95,2.49,-10.05,-10.37,-8.93,9.22,8.34,11.02,278.35,275.28,284.09,41.98,39.07,50.78,34.4,32.78,38.21,342.7,340.9,346.2,25734,24574,32440,2021-03-20 01:15:00,2021,3,20,1,15,0
14.22,14.12,14.71,1.84,-0.36,3.04,-9.92,-10.94,-9.36,10.14,8.7,10.35,277.92,267.94,286.09,45.64,37.91,46.75,31.11,28.31,32.0,342.3,340.7,346.1,27016,22938,29423,2021-03-20 01:20:00,2021,3,20,1,20,0
14.35,14.1,14.55,-0.82,-1.39,-0.15,-8.57,-9.36,-8.46,11.25,10.69,11.46,265.05,260.71,269.01,52.62,48.69,53.15,31.22,30.54,32.78,350.5,345.7,359.8,29558,28933,34509,2021-03-20 01:25:00,2021,3,20,1,25,0
14.66,14.48,14.78,3.04,2.65,4.8,-10.15,-11.61,-9.12,9.97,7.76,10.45,289.1,284.31,294.87,42.94,31.7,46.01,30.97,30.55,31.74,380.6,378.9,381.9,32608,32031,34664,2021-03-20 01:30:00,2021,3,20,1,30,0
15.02,14.83,15.08,3.39,2.69,3.55,-9.6,-9.77,-9.23,11.0,10.72,11.39,288.99,286.24,290.3,46.89,46.3,49.85,29.79,28.59,30.27,377.7,375.0,380.0,36323,33172,37776,2021-03-20 01:35:00,2021,3,20,1,35,0
14.75,14.6,14.93,2.59,1.96,2.83,-9.44,-9.82,-9.1,10.99,10.61,11.47,284.6,281.79,287.28,48.4,46.44,50.28,31.49,30.25,32.34,377.3,376.3,379.6,31756,27343,33636,2021-03-20 01:40:00,2021,3,20,1,40,0
14.7,14.59,14.87,1.7,1.15,2.37,-10.03,-11.36,-9.83,10.54,9.41,10.71,279.51,276.69,283.3,45.83,39.33,47.25,32.06,31.84,32.56,382.5,377.2,387.5,32710,31966,34802,2021-03-20 01:45:00,2021,3,20,1,45,0
15.12,14.81,15.27,0.35,-0.1,1.34,-12.44,-12.73,-11.58,8.78,8.15,9.56,272.77,269.53,276.55,35.1,32.63,39.08,31.51,30.66,32.23,387.0,382.7,388.9,28136,26902,34232,2021-03-20 01:50:00,2021,3,20,1,50,0
15.49,15.23,16.1,1.66,1.08,2.09,-12.09,-12.46,-11.64,9.64,9.3,9.86,277.63,274.99,279.51,37.96,37.23,39.44,32.67,31.69,32.92,390.0,387.0,390.1,30140,29329,31180,2021-03-20 01:55:00,2021,3,20,1,55,0
16.62,16.56,17.47,2.53,2.2,3.06,-12.99,-15.06,-12.51,9.95,8.42,10.82,280.98,279.74,282.93,36.94,28.81,39.82,31.01,26.06,32.06,386.3,385.3,391.0,31707,29266,32363,2021-03-20 02:00:00,2021,3,20,2,0,0
16.48,16.04,17.26,1.89,1.15,2.4,-13.78,-15.05,-12.23,9.35,7.64,10.97,277.67,275.37,279.84,33.86,26.76,41.78,31.86,27.6,34.18,390.2,387.4,391.3,28367,28133,28781,2021-03-20 02:05:00,2021,3,20,2,5,0
16.48,16.29,17.18,2.02,1.69,2.88,-13.52,-13.71,-13.12,9.5,8.68,10.25,278.7,277.03,281.87,35.7,31.77,36.64,32.89,29.95,34.43,390.6,389.6,392.2,30884,26911,36029,2021-03-20 02:10:00,2021,3,20,2,10,0
17.12,16.7,17.46,3.76,2.36,3.87,-14.1,-14.32,-13.42,8.87,8.1,10.89,284.03,279.98,285.35,31.23,28.63,38.63,33.05,32.74,33.21,391.5,391.2,393.2,30070,29153,31330,2021-03-20 02:15:00,2021,3,20,2,15,0
18.63,17.47,18.94,1.73,0.54,3.38,-13.02,-14.73,-11.09,12.93,11.4,13.8,278.0,272.77,282.91,45.2,37.02,51.19,29.27,28.26,33.09,392.6,391.8,395.5,27341,26833,29382,2021-03-20 02:20:00,2021,3,20,2,20,0
19.08,19.02,19.46,3.48,3.25,3.98,-15.37,-16.27,-15.25,10.69,9.9,11.01,283.04,281.86,284.62,34.15,30.6,35.06,31.39,29.91,32.24,396.2,394.3,396.7,26165,25943,26725,2021-03-20 02:25:00,2021,3,20,2,25,0
19.44,19.03,19.92,3.72,3.34,4.16,-15.05,-16.64,-14.21,11.82,9.79,12.17,283.53,282.67,284.21,36.39,29.71,39.8,33.51,30.52,36.32,394.6,391.9,394.9,27139,25587,28468,2021-03-20 02:30:00,2021,3,20,2,30,0
18.67,18.32,19.41,4.24,3.82,5.01,-16.25,-17.08,-15.52,9.42,5.5,9.82,284.98,283.76,286.34,28.87,17.16,31.12,39.11,35.51,40.64,392.7,392.0,393.9,30702,28163,31378,2021-03-20 02:35:00,2021,3,20,2,35,0
20.05,18.83,20.64,4.16,3.29,4.32,-17.66,-18.28,-14.57,9.77,7.61,11.45,283.21,282.74,283.46,28.31,22.29,37.49,33.66,30.58,40.98,396.3,394.3,397.3,31024,28624,33135,2021-03-20 02:40:00,2021,3,20,2,40,0
19.84,19.81,20.57,2.38,1.45,2.63,-13.06,-14.69,-10.79,15.59,12.81,17.43,279.19,277.63,281.4,49.49,40.69,58.02,37.46,34.11,39.85,393.9,393.7,395.7,28154,27181,29051,2021-03-20 02:45:00,2021,3,20,2,45,0
21.0,20.42,21.15,0.86,0.6,3.58,-9.55,-14.82,-9.0,18.73,13.55,19.09,276.85,273.61,283.58,62.97,41.63,64.72,31.84,31.8,36.57,393.9,393.0,394.6,26830,26065,27209,2021-03-20 02:50:00,2021,3,20,2,50,0
18.86,18.67,20.82,1.08,0.73,1.29,-8.7,-10.11,-8.17,16.9,16.59,18.17,276.87,275.1,278.46,62.55,60.77,64.12,43.29,32.74,44.5,393.3,392.4,394.0,30981,26969,31401,2021-03-20 02:55:00,2021,3,20,2,55,0
19.19,19.09,21.43,1.46,1.03,6.13,-8.9,-16.49,-8.56,16.99,12.09,17.41,281.81,276.73,290.41,61.97,34.5,62.93,43.22,33.11,45.28,395.1,393.2,397.4,29955,27698,30358,2021-03-20 03:00:00,2021,3,20,3,0,0
21.2,21.14,21.53,6.33,5.74,6.52,-18.56,-19.74,-17.48,7.98,6.36,10.55,288.47,286.22,289.11,22.11,17.2,29.72,30.24,29.52,34.04,397.8,396.9,399.6,52295,27846,55362,2021-03-20 03:05:00,2021,3,20,3,5,0
22.18,22.15,22.2,6.76,5.85,7.27,-16.01,-16.59,-15.66,13.64,13.37,14.03,292.55,289.41,294.47,37.86,37.11,39.29,26.8,26.46,27.05,398.9,395.4,400.0,50848,47353,52576,2021-03-20 03:10:00,2021,3,20,3,10,0
21.91,21.82,22.22,5.36,4.91,5.89,-15.81,-16.45,-15.64,14.12,13.63,14.56,288.69,286.61,290.56,39.77,38.67,41.39,28.36,26.38,28.48,399.0,397.8,399.9,50135,42801,52146,2021-03-20 03:15:00,2021,3,20,3,15,0
22.09,22.06,22.21,4.87,4.65,5.04,-16.08,-16.26,-15.57,14.35,14.23,14.85,286.97,286.12,287.38,40.61,39.97,42.32,28.06,26.64,29.53,399.7,398.9,400.7,49975,46713,50496,2021-03-20 03:20:00,2021,3,20,3,20,0
22.4,22.02,22.88,4.7,4.12,5.39,-15.41,-16.63,-15.25,15.47,14.73,15.74,286.89,284.98,288.58,43.52,40.11,44.72,30.58,28.98,31.17,401.0,399.6,401.3,50429,46272,50825,2021-03-20 03:25:00,2021,3,20,3,25,0
22.19,20.07,22.53,2.48,1.53,2.79,-12.29,-12.83,-10.17,18.57,17.17,19.0,280.66,277.97,282.75,56.14,53.6,59.93,35.14,33.55,48.63,398.2,397.7,400.5,45501,42248,55142,2021-03-20 03:30:00,2021,3,20,3,30,0
20.52,20.28,22.06,1.37,-0.12,2.06,-9.6,-9.9,-6.43,18.09,17.82,19.99,277.12,268.96,281.75,62.25,61.39,72.17,45.38,35.3,47.24,398.5,396.9,402.0,57138,52514,58995,2021-03-20 03:35:00,2021,3,20,3,35,0
20.58,19.91,21.51,0.85,-0.49,1.68,-7.65,-7.93,-6.27,18.88,18.19,20.55,275.25,265.54,281.97,67.81,66.14,72.98,42.99,37.42,46.16,398.0,396.8,403.0,61185,56949,63292,2021-03-20 03:40:00,2021,3,20,3,40,0
17.3,17.0,17.92,0.15,-0.9,0.88,-5.67,-5.9,-4.83,16.33,15.95,17.02,269.92,259.48,278.52,70.84,69.65,73.86,57.51,55.53,58.73,392.5,392.1,394.7,55532,55440,55816,2021-03-20 03:45:00,2021,3,20,3,45,0
17.48,17.31,17.82,-0.94,-1.03,0.13,-2.31,-5.39,-0.55,17.28,16.59,17.63,245.56,208.2,271.38,81.93,71.98,86.13,56.82,56.43,59.1,394.2,393.1,395.9,55668,54961,58393,2021-03-20 03:50:00,2021,3,20,3,50,0
16.82,16.62,17.42,-0.53,-0.96,-0.16,-1.01,-4.98,-0.49,16.69,16.27,17.19,240.24,212.53,267.66,85.66,73.38,87.52,62.22,58.34,63.47,396.7,395.5,397.3,58702,55386,61820,2021-03-20 03:55:00,2021,3,20,3,55,0
16.85,16.83,17.18,1.14,0.28,1.58,-5.46,-7.37,-4.95,15.78,15.01,16.42,280.04,273.14,282.71,70.54,63.49,72.95,60.7,59.68,61.33,395.7,395.2,397.6,55132,53624,58686,2021-03-20 04:00:00,2021,3,20,4,0,0
20.62,16.33,21.74,3.87,0.23,5.08,-9.52,-11.05,-6.35,17.71,14.91,17.91,286.18,272.08,295.09,59.89,55.95,67.15,34.26,28.11,62.94,397.4,395.1,400.0,56794,54364,63861,2021-03-20 04:05:00,2021,3,20,4,5,0
22.99,22.19,23.21,11.19,9.63,11.38,-17.95,-18.18,-16.62,9.08,6.34,12.75,301.46,300.1,302.39,23.04,16.61,33.58,19.57,17.19,20.1,414.3,411.7,418.1,77017,70628,88260,2021-03-20 04:10:00,2021,3,20,4,10,0
22.06,21.44,22.54,12.49,11.56,12.88,-17.88,-18.26,-17.36,3.06,2.93,5.65,304.65,302.88,305.58,7.99,7.69,14.86,19.27,18.61,19.62,408.2,407.6,411.3,74308,70450,87609,2021-03-20 04:15:00,2021,3,20,4,15,0
20.94,20.88,21.32,11.91,11.76,12.56,-17.04,-17.24,-16.63,2.34,0.9,3.49,305.38,304.62,307.06,6.43,2.46,9.6,20.2,19.26,20.36,412.0,408.7,412.8,94680,79676,97934,2021-03-20 04:20:00,2021,3,20,4,20,0
21.14,21.11,21.22,11.08,10.96,11.28,-16.97,-17.06,-16.81,5.98,5.41,6.45,303.22,302.71,303.65,16.43,14.85,17.77,19.86,19.43,20.26,411.3,410.4,411.5,98711,97924,102878,2021-03-20 04:25:00,2021,3,20,4,25,0
21.35,21.27,21.51,12.12,11.07,12.42,-17.08,-17.25,-16.8,4.29,1.73,6.88,304.93,303.39,305.75,11.58,4.69,18.88,19.35,19.2,19.83,406.3,403.1,409.5,88354,87989,104158,2021-03-20 04:30:00,2021,3,20,4,30,0
22.13,21.44,22.28,12.98,12.79,13.69,-17.77,-18.16,-16.71,0.9,-2.7,1.48,306.79,305.22,309.32,2.33,-7.11,3.82,17.62,16.83,17.97,411.8,407.2,412.2,94403,79639,94992,2021-03-20 04:35:00,2021,3,20,4,35,0
21.62,20.42,22.16,12.37,12.04,13.53,-16.48,-16.97,-16.14,5.43,-0.45,6.95,307.58,306.15,309.96,14.46,-1.26,18.74,17.87,13.71,18.81,415.6,411.9,422.0,97332,93138,130093,2021-03-20 04:40:00,2021,3,20,4,40,0
20.94,17.31,21.88,12.34,10.31,12.91,-16.76,-17.57,-11.26,-3.91,-8.17,-1.01,307.98,305.96,312.49,-11.34,-28.15,-2.76,13.57,12.79,15.54,424.3,418.1,436.3,126659,125472,183350,2021-03-20 04:45:00,2021,3,20,4,45,0
